City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,port moresby,-9.4431,147.1797,29.68,58,20,5.14,PG,1689478071
289,port macquarie,-31.4333,152.9167,22.16,51,4,4.09,AU,1689478071
290,colonia,50.9333,6.95,18.87,71,0,4.63,DE,1689478027
291,burang,30.25,81.1667,14.02,66,98,1.7,CN,1689478071
292,tsiombe,-25.3,45.4833,14.55,75,0,2.51,MG,1689478071
293,laranjeiras do sul,-25.4078,-52.4161,8.78,80,72,1.26,BR,1689477955
294,rio brilhante,-21.8019,-54.5464,13.96,53,20,2.4,BR,1689478072
295,kerikeri,-35.2268,173.9474,16.1,68,100,4.09,NZ,1689478072
296,cam ranh,11.9214,109.1591,32.98,55,40,1.54,VN,1689478072
297,tamanrasset,22.785,5.5228,24.95,27,0,2.06,DZ,1689478072
298,vadso,70.0744,29.7487,13.49,94,100,3.09,NO,1689478072
299,cooma,-36.2333,149.1333,13.26,48,0,0.81,AU,1689478072
300,torit,4.4133,32.5678,20.37,80,74,0.43,SS,1689478072
301,jatara,25.0167,79.05,28.0,76,86,3.76,IN,1689478072
302,barcelos,41.5388,-8.6151,13.84,91,3,1.93,PT,1689478073
303,karema,-6.8205,30.4389,20.28,55,10,3.58,TZ,1689478040
304,kavalerovo,44.2661,135.0572,16.77,85,100,2.8,RU,1689478073
305,hirara,24.8,125.2833,32.92,66,40,8.75,JP,1689478073
306,atkaracalar,40.8159,33.0756,11.12,93,0,1.23,TR,1689478073
307,at-bashi,41.1702,75.8106,23.68,28,16,0.17,KG,1689478073
308,charters towers,-20.1,146.2667,24.84,38,72,6.83,AU,1689478073
309,puerto deseado,-47.7503,-65.8938,3.56,67,100,9.69,AR,1689478073
310,whitby,54.4877,-0.615,15.17,88,90,1.79,GB,1689477533
311,kasimov,54.9411,41.3953,13.44,89,99,3.19,RU,1689478073
312,mont-laurier,46.5501,-75.4993,19.79,99,100,1.4,CA,1689477794
313,miches,18.9836,-69.0476,26.69,89,14,4.07,DO,1689478074
314,korla,41.7597,86.1469,36.15,13,0,7.75,CN,1689478074
315,bodden town,19.2833,-81.25,30.0,84,20,5.14,KY,1689478074
316,north bend,43.4065,-124.2243,19.58,94,100,5.66,US,1689478074
317,capilla del monte,-30.8609,-64.5251,6.72,78,2,0.45,AR,1689478074
318,malango,-2.9627,119.9001,26.68,56,68,1.6,ID,1689478074
319,konstantinovka,49.6167,127.9833,15.45,96,100,3.13,RU,1689478074
320,walvis bay,-22.9575,14.5053,9.53,76,0,1.54,NA,1689477793
321,nogliki,51.8333,143.1667,15.82,69,100,3.58,RU,1689478074
322,san luis,-33.295,-66.3356,6.14,62,0,5.24,AR,1689478075
323,wildwood,38.5828,-90.6629,25.65,79,40,0.0,US,1689478075
324,eastham,41.8301,-69.9739,24.18,81,99,1.79,US,1689477865
325,nova sintra,14.8667,-24.7167,22.27,79,67,0.88,CV,1689478075
326,fada,9.5667,8.3,20.8,93,100,0.62,NG,1689478075
327,ovalle,-30.5983,-71.2003,14.32,53,30,0.26,CL,1689477433
328,la mana,-0.9333,-79.2167,24.0,88,66,1.67,EC,1689478075
329,bouza,14.4229,6.0428,31.48,42,85,1.81,NE,1689478075
330,tual,-5.6667,132.75,25.92,83,21,6.28,ID,1689478075
331,murrells inlet,33.551,-79.0414,28.36,91,40,6.17,US,1689477988
332,siverskiy,59.3544,30.0783,13.59,74,15,1.97,RU,1689478076
333,hun,29.1268,15.9477,24.76,44,2,3.28,LY,1689478076
334,margate,51.3813,1.3862,15.73,84,73,5.36,GB,1689478076
335,amga,60.8953,131.9608,20.35,36,65,1.63,RU,1689478076
336,ailuk,10.2197,169.9797,28.5,76,14,6.69,MH,1689478076
337,sakaiminato,35.55,133.2333,34.99,49,20,4.63,JP,1689478076
338,taltal,-25.4,-70.4833,16.12,70,74,1.92,CL,1689478076
339,cabedelo,-6.9811,-34.8339,24.37,83,0,5.16,BR,1689478076
340,marsabit,2.3284,37.9899,14.87,86,85,7.59,KE,1689478076
341,cueto,20.6439,-75.9356,27.29,84,12,4.46,CU,1689478077
342,cidreira,-30.1811,-50.2056,12.33,90,100,2.2,BR,1689478077
343,badger,64.8,-147.5333,16.95,84,100,3.09,US,1689478077
344,nemuro,43.3236,145.575,13.24,95,100,3.87,JP,1689478077
345,puerto lempira,15.2667,-83.7667,26.62,89,100,5.07,HN,1689478077
346,hotan,37.0997,79.9269,32.58,10,18,0.78,CN,1689478077
347,rodolfo sanchez taboada,31.7167,-116.5667,18.94,76,64,0.89,MX,1689478077
348,kayenta,36.7278,-110.2546,27.77,10,0,2.78,US,1689478077
349,manghit,42.1156,60.0597,26.99,18,55,2.61,UZ,1689478077
350,lagunillas,10.1301,-71.2595,26.31,85,99,1.41,VE,1689478078
351,tralee,52.2704,-9.7026,11.82,86,79,5.15,IE,1689478078
352,lubao,14.9167,120.55,28.04,88,100,5.04,PH,1689478078
353,fort mcmurray,56.7268,-111.381,19.77,59,0,1.54,CA,1689478017
354,ambovombe,-25.1667,46.0833,15.25,71,0,2.32,MG,1689478078
355,san antonio de pale,-1.4014,5.6325,23.11,84,3,6.13,GQ,1689478078
356,island harbour,50.724,-1.2758,16.77,80,19,2.24,GB,1689478078
357,oeiras,-7.0253,-42.1311,22.79,44,0,2.04,BR,1689478078
358,howrah,22.5892,88.3103,28.0,94,100,4.63,IN,1689478078
359,kristiansund,63.1115,7.732,16.03,82,75,3.09,NO,1689478078
360,lorengau,-2.0226,147.2712,29.3,69,79,6.76,PG,1689478079
361,forde,61.4522,5.8572,15.0,93,75,2.57,NO,1689478079
362,harstad,68.799,16.5293,13.78,81,1,4.47,NO,1689478079
363,zeya,53.75,127.2667,30.29,39,8,2.62,RU,1689478079
364,giado,31.9582,12.0203,24.87,22,0,4.46,LY,1689478079
365,kununurra,-15.7667,128.7333,30.99,35,3,4.12,AU,1689478079
366,sal rei,16.1833,-22.9167,26.27,80,82,2.6,CV,1689478079
367,kroya,-7.6331,109.2461,26.43,74,90,4.93,ID,1689478079
368,hammerfest,70.6634,23.6821,11.25,93,100,0.0,NO,1689478079
369,vershino-darasunskiy,52.35,115.5167,28.0,28,5,2.29,RU,1689478079
370,coaldale,49.7167,-112.6185,24.42,53,75,2.57,CA,1689478080
371,hoemul-li,41.4339,129.67,20.61,89,100,2.29,KP,1689478080
372,al kharijah,25.4514,30.5464,27.3,19,0,2.95,EG,1689478080
373,lerwick,60.1545,-1.1494,12.0,93,28,2.33,GB,1689478080
374,susuman,62.7833,148.1667,25.47,46,53,5.6,RU,1689478080
375,tolanaro,-25.0319,46.9987,16.86,75,10,4.17,MG,1689478080
376,navolato,24.7672,-107.6944,32.1,77,59,4.47,MX,1689478080
377,dolzhanskaya,46.6311,37.8039,21.86,62,35,5.85,RU,1689478080
378,kalibo (poblacion),11.7061,122.3644,27.32,71,100,4.16,PH,1689478080
379,le thor,43.9294,4.9954,23.79,73,75,3.6,FR,1689478081
380,oyonnax,46.2592,5.6573,19.23,94,100,0.65,FR,1689478081
381,katsuura,35.1333,140.3,28.19,77,100,8.96,JP,1689478081
382,cleveland,41.4995,-81.6954,21.45,95,100,3.09,US,1689477495
383,berdigestyakh,62.0989,126.6992,16.07,38,53,3.74,RU,1689478081
384,qarqaraly,49.4058,75.4742,20.49,38,2,8.91,KZ,1689478081
385,ndende,-2.4008,11.3581,21.22,81,10,1.29,GA,1689478081
386,kavaratti,10.5669,72.642,28.13,78,100,6.66,IN,1689478081
387,aldan,58.6031,125.3894,18.65,54,70,1.04,RU,1689478082
388,la passe,45.5549,-0.8967,18.32,70,33,4.52,FR,1689478082
389,holualoa,19.6228,-155.9522,24.91,88,75,4.63,US,1689477820
390,katerini,40.2719,22.5025,25.54,94,0,1.5,GR,1689478082
391,nhamunda,-2.1861,-56.7131,25.52,71,64,1.75,BR,1689478082
392,tazovsky,67.4667,78.7,7.29,60,2,5.49,RU,1689478082
393,minas de marcona,-15.2119,-75.1103,12.09,88,36,4.65,PE,1689478082
394,pingyin,36.2831,116.4453,31.62,34,0,3.46,CN,1689478083
395,sulak,43.2734,47.5146,23.54,64,100,8.33,RU,1689478083
396,las tablas,7.7667,-80.2833,26.7,85,100,1.01,PA,1689478083
397,paphos,34.7667,32.4167,25.88,47,0,1.03,CY,1689477926
398,copala,16.65,-98.9833,27.39,80,14,1.14,MX,1689478083
399,kalmunai,7.4167,81.8167,30.07,64,38,3.4,LK,1689478083
400,yoko,5.5333,12.3167,17.66,95,53,0.82,CM,1689478083
401,panaba,21.2833,-88.2667,26.95,77,33,4.91,MX,1689478084
402,kismayo,-0.3582,42.5454,24.61,80,27,7.14,SO,1689478084
403,amuntai,-2.4177,115.2494,30.38,62,55,0.52,ID,1689478084
404,erenhot,43.6475,111.9767,27.21,19,0,2.48,CN,1689478084
405,katsuren-haebaru,26.3369,127.8719,31.01,80,75,6.69,JP,1689478084
406,paragominas,-2.9667,-47.4833,21.86,97,1,1.7,BR,1689478084
407,greymouth,-42.4667,171.2,11.03,82,100,6.21,NZ,1689478085
408,altay,47.8667,88.1167,29.96,28,31,2.61,CN,1689478085
409,wanning,18.8003,110.3967,27.11,88,100,3.22,CN,1689478085
410,tofol,5.3248,163.0078,25.88,89,75,9.26,FM,1689478085
411,shohimardon,39.9839,71.8028,23.43,32,36,1.57,UZ,1689478085
412,kodala,19.6333,84.95,27.47,80,99,1.25,IN,1689478085
413,huanggang,23.677,116.9996,32.94,72,26,6.56,CN,1689478086
414,santa elena de uairen,4.6167,-61.1333,19.52,92,42,0.9,VE,1689478086
415,lusambo,-4.9667,23.45,22.24,44,82,0.88,CD,1689478086
416,kone,-21.0595,164.8658,24.83,44,9,4.91,NC,1689478086
417,faya-largeau,17.9257,19.1043,31.1,14,37,3.11,TD,1689478086
418,strelka,58.0728,93.0344,19.0,77,100,3.88,RU,1689478086
419,najran,17.4924,44.1277,25.36,20,9,3.04,SA,1689478086
420,wajir,1.7471,40.0573,23.98,69,40,3.09,KE,1689478087
421,kapoeta,4.7717,33.5903,23.73,57,55,5.93,SS,1689478087
422,casper,42.8666,-106.3131,23.33,41,0,3.6,US,1689478087
423,dryden,49.7833,-92.7503,13.16,88,75,2.57,CA,1689478087
424,suva,-18.1416,178.4415,22.71,83,100,0.0,FJ,1689477741
425,lompoc,34.6391,-120.4579,26.55,94,100,2.57,US,1689478087
426,kolonia town,6.964,158.206,29.06,79,100,2.06,FM,1689478087
427,la libertad,-2.2333,-80.9,24.73,84,43,5.26,EC,1689478088
428,lazaro cardenas,17.9583,-102.2,28.3,82,11,2.33,MX,1689478088
429,cipo,-11.0997,-38.5136,20.05,98,21,1.87,BR,1689478088
430,vorgashor,67.5833,63.95,15.56,56,29,1.99,RU,1689478088
431,lloydminster,53.2835,-110.0016,16.12,77,0,1.03,CA,1689478088
432,viedma,-40.8135,-62.9967,5.82,70,76,4.01,AR,1689478088
433,new kingman-butler,35.265,-114.0323,37.94,5,0,2.57,US,1689478089
434,uyuni,-20.4597,-66.825,2.26,22,0,4.61,BO,1689478089
435,queenstown,-31.8976,26.8753,8.6,54,5,3.52,ZA,1689477966
436,dunedin,-45.8742,170.5036,11.0,58,73,2.68,NZ,1689478089
437,parun,35.4207,70.9221,18.07,62,92,0.48,AF,1689478089
438,alaghsas,17.0187,8.0168,31.35,34,96,2.58,NE,1689478089
439,cuenca,-2.8833,-78.9833,12.07,87,40,1.03,EC,1689477805
440,mindelo,16.8901,-24.9804,25.75,83,40,1.54,CV,1689478089
441,berre-l'etang,43.4781,5.1704,24.11,76,0,0.51,FR,1689478089
442,irshava,48.3167,23.0385,17.4,71,0,2.13,UA,1689478090
443,al muwayh,22.4333,41.7583,28.65,12,43,2.57,SA,1689478090
444,daru,-9.0763,143.2092,26.82,70,60,4.86,PG,1689478090
445,murbad,19.25,73.4,25.6,87,100,2.34,IN,1689478090
446,el vigia,8.6219,-71.6506,25.35,79,72,2.13,VE,1689478090
447,abashiri,44.0213,144.2697,21.16,88,75,2.57,JP,1689478090
448,dul'durga,50.6761,113.5931,26.96,41,0,2.21,RU,1689478091
449,la'ie,21.6477,-157.9253,29.98,66,5,3.13,US,1689478091
450,general acha,-37.377,-64.6043,4.96,55,3,2.08,AR,1689478092
451,dores do indaia,-19.4633,-45.6017,17.32,82,47,1.62,BR,1689478092
452,savanna-la-mar,18.219,-78.1332,28.97,93,24,1.27,JM,1689478093
453,villa zaragoza,22.0333,-100.7333,21.04,69,0,4.27,MX,1689478093
454,salalah,17.0151,54.0924,26.05,94,100,3.09,OM,1689478093
455,sawakin,19.1059,37.3321,32.21,47,48,3.9,SD,1689478093
456,gandajika,-6.75,23.95,20.68,44,7,2.47,CD,1689478094
457,bubaque,11.2833,-15.8333,26.58,81,52,4.34,GW,1689478094
458,dongcun,36.7767,121.1597,28.53,47,91,1.92,CN,1689478094
459,berriane,32.8265,3.7669,26.45,12,0,1.12,DZ,1689478094
460,pointe-noire,-4.7761,11.8635,19.63,94,6,2.13,CG,1689478094
461,whangarei,-35.7317,174.3239,16.28,68,92,4.0,NZ,1689478094
462,ambodifotatra,-16.9833,49.85,21.9,83,100,11.27,MG,1689478094
463,bengkulu,-3.8004,102.2655,27.59,71,47,1.35,ID,1689478094
464,wewak,-3.5534,143.6268,28.21,82,100,2.25,PG,1689478095
465,laguna,38.421,-121.4238,38.58,31,0,3.09,US,1689478095
466,namibe,-15.1961,12.1522,17.93,59,0,2.77,AO,1689478095
467,tindouf,27.6711,-8.1474,30.25,23,0,3.09,DZ,1689478095
468,azhikkal,11.9,75.3667,26.09,83,100,1.47,IN,1689478095
469,nadi,-17.8,177.4167,23.0,83,100,2.57,FJ,1689478095
470,fonte boa,-2.4959,-66.2662,23.07,98,91,0.53,BR,1689478095
471,mahibadhoo,3.7833,72.9667,28.24,75,14,3.42,MV,1689478096
472,lepsy,46.235,78.9456,27.64,22,0,2.82,KZ,1689478096
473,genhe,50.7833,121.5167,29.31,33,38,1.43,CN,1689478096
474,san luis de la loma,17.2706,-100.8939,27.8,81,94,2.14,MX,1689478096
475,tsarevo,42.1667,27.85,20.22,87,0,1.47,BG,1689478096
476,merizo village,13.2658,144.6691,31.66,83,41,7.5,GU,1689478096
477,ataq,14.5377,46.8319,23.66,59,5,4.49,YE,1689478096
478,lijiang,26.8688,100.2207,21.79,45,91,0.93,CN,1689478096
479,vanersborg,58.3807,12.3234,16.97,94,100,2.57,SE,1689478097
480,fengxiang,47.5833,130.8333,14.67,96,100,4.73,CN,1689478097
481,shendi,16.6915,33.4341,28.85,57,82,11.24,SD,1689478097
482,gokwe,-18.2048,28.9349,8.23,73,0,3.48,ZW,1689478097
483,happy valley-goose bay,53.3168,-60.3315,24.17,60,75,1.54,CA,1689478097
484,enewetak,11.3474,162.3373,28.08,80,60,7.63,MH,1689478097
485,santo domingo petapa,16.8181,-95.1403,25.37,83,9,3.28,MX,1689478098
486,emerald,-23.5333,148.1667,23.83,35,4,5.71,AU,1689478098
487,marmaris,36.855,28.2742,31.97,50,0,4.11,TR,1689478098
488,arvayheer,46.2639,102.775,22.76,37,9,1.58,MN,1689478098
489,poteau,35.0537,-94.6236,27.86,88,0,0.0,US,1689478098
490,ponta delgada,37.7333,-25.6667,20.4,77,75,3.6,PT,1689478098
491,binzhou,37.3667,118.0167,31.96,36,3,3.8,CN,1689478098
492,monrovia,6.3005,-10.7969,24.87,88,43,1.89,LR,1689478098
493,xining,36.6167,101.7667,20.7,44,6,0.92,CN,1689478099
494,es castell,39.8795,4.2854,26.38,89,75,0.51,ES,1689478099
495,naze,28.3667,129.4833,29.51,77,12,7.55,JP,1689478099
496,shihezi,44.3,86.0333,34.28,16,48,5.04,CN,1689478099
497,mujiayingzi,42.1167,118.7833,27.68,31,1,7.78,CN,1689478099
498,rio gallegos,-51.6226,-69.2181,-2.97,86,0,6.69,AR,1689478004
499,shagamu,6.8432,3.6478,23.74,96,98,1.13,NG,1689478099
500,carbonear,47.7332,-53.2148,18.12,93,69,3.34,CA,1689478099
501,ahlat,38.7518,42.4814,16.96,54,0,3.35,TR,1689478099
502,pulaski,34.7668,-92.3001,27.13,88,40,1.54,US,1689477947
503,polygyros,40.3744,23.4383,25.35,61,0,2.06,GR,1689478100
504,strezhevoy,60.7333,77.5889,18.4,39,98,7.44,RU,1689478100
505,ukata,10.8312,5.8249,23.57,82,62,1.5,NG,1689478100
506,edwardsville,38.8114,-89.9532,26.11,81,0,2.06,US,1689478100
507,santana,-0.0583,-51.1817,26.1,100,20,2.57,BR,1689478100
508,pacasmayo,-7.4006,-79.5714,21.47,87,24,5.04,PE,1689478100
509,elliot lake,46.3834,-82.6331,15.03,97,11,0.66,CA,1689478100
510,murgud,16.4,74.2,22.6,93,100,2.62,IN,1689478100
511,sovetskaya gavan',48.9723,140.2878,19.28,63,86,2.73,RU,1689478101
512,muravlenko,63.7898,74.523,17.41,47,7,6.71,RU,1689478101
513,konarka,19.9,86.1167,27.22,73,95,2.57,IN,1689478101
514,zheleznogorsk,52.331,35.3711,12.64,91,38,3.06,RU,1689478102
515,port lincoln,-34.7333,135.8667,13.97,53,0,1.71,AU,1689478102
516,vaxjo,56.8777,14.8091,18.1,86,20,4.12,SE,1689478102
517,matadi,-5.8167,13.45,20.76,79,0,0.92,CD,1689478102
518,mount isa,-20.7333,139.5,26.87,32,21,6.17,AU,1689478102
519,alliance,40.9153,-81.1059,21.47,94,99,0.74,US,1689478103
520,santa rosa,14.3122,121.1114,28.86,88,100,3.6,PH,1689477959
521,mutum biyu,8.6333,10.7667,23.92,90,95,1.14,NG,1689478103
522,magny-en-vexin,49.1552,1.7867,15.1,72,0,5.14,FR,1689478103
523,yumbe,3.4651,31.2469,17.25,92,5,1.11,UG,1689478103
524,kuytun,54.3419,101.5036,26.16,56,37,2.27,RU,1689478103
525,kibale,0.8,31.0667,15.02,79,39,0.8,UG,1689478103
526,mokhsogollokh,61.4681,128.9203,17.53,43,90,2.89,RU,1689478104
527,port augusta,-32.5,137.7667,14.9,42,0,3.08,AU,1689478104
528,beledweyne,4.7358,45.2036,23.01,78,100,8.01,SO,1689478104
529,karwar,14.8,74.1333,26.52,84,100,4.39,IN,1689478104
530,yala,6.3333,101.25,31.12,58,51,3.65,TH,1689478104
531,miracema do tocantins,-9.5618,-48.3967,27.36,31,74,0.48,BR,1689478104
532,laojunmiao,39.8333,97.7333,27.96,16,7,4.43,CN,1689478104
533,marka,1.7159,44.7717,24.57,81,92,6.71,SO,1689477561
534,san benedetto del tronto,42.9456,13.8816,27.25,58,0,2.38,IT,1689478105
535,quezon,7.7303,125.0989,28.93,69,73,2.96,PH,1689478105
536,safi,32.1667,-8.8333,18.15,84,3,5.21,MA,1689478105
537,san mariano,7.5,126.0,30.15,65,100,2.18,PH,1689478105
538,seshcha,53.7361,33.3387,12.44,85,4,2.82,RU,1689478105
539,forster,-32.1667,152.5167,20.16,63,37,4.43,AU,1689478105
540,kerema,-7.9631,145.7785,26.24,78,82,3.56,PG,1689478106
541,farafangana,-22.8167,47.8333,18.72,70,71,0.62,MG,1689478106
542,maralal,1.0968,36.698,11.75,84,30,1.52,KE,1689478106
543,skhirate,33.8498,-7.0404,22.19,84,26,0.89,MA,1689478106
544,mata-utu,-13.2816,-176.1745,26.78,81,72,8.27,WF,1689478106
545,pristen',51.2355,36.6959,12.67,91,73,3.38,RU,1689478106
546,devonport,-41.1667,146.35,13.94,78,90,0.45,AU,1689478106
547,akhtyrskiy,44.8546,38.3031,18.54,79,27,0.28,RU,1689478107
548,stepnogorsk,52.3544,71.8869,19.22,67,80,8.28,KZ,1689478107
549,as sulayyil,20.4607,45.5779,28.14,11,6,2.91,SA,1689478107
550,kingston,17.997,-76.7936,29.53,84,20,2.06,JM,1689477592
551,port hueneme,34.1478,-119.1951,29.88,78,0,3.6,US,1689478107
552,sao gabriel da cachoeira,-0.1303,-67.0892,22.51,99,99,0.8,BR,1689478107
553,orikhiv,47.5673,35.7858,16.99,66,67,2.84,UA,1689478107
554,santo antonio do ica,-3.1022,-67.9397,22.86,99,100,0.26,BR,1689478108
555,mareeba,-17.0,145.4333,20.82,65,35,3.77,AU,1689478108
556,timmins,48.4669,-81.3331,18.9,82,100,2.06,CA,1689478097
557,shubarshi,48.5872,57.1869,22.2,62,24,8.45,KZ,1689478108
558,port blair,11.6667,92.75,30.02,79,40,8.75,IN,1689478108
559,pak phanang,8.3511,100.202,34.01,59,77,3.81,TH,1689478108
560,phan rang-thap cham,11.5667,108.9833,30.53,61,100,2.88,VN,1689478108
561,berdychiv,49.8993,28.6024,15.99,79,10,1.38,UA,1689478109
562,ciudad del carmen,18.6333,-91.8333,28.02,83,75,3.6,MX,1689478109
563,alice springs,-23.7,133.8833,16.75,55,0,4.12,AU,1689478109
564,galliano,29.4422,-90.2992,31.0,70,0,3.09,US,1689478109
565,kitgum,3.2783,32.8867,19.33,83,86,1.53,UG,1689478109
566,sitka,57.0531,-135.33,16.94,77,20,3.6,US,1689477857
567,cestos city,5.46,-9.5828,24.34,88,98,1.82,LR,1689478109
568,san andres,12.5847,-81.7006,29.01,84,20,7.2,CO,1689477906
569,newman,37.3138,-121.0208,35.99,10,1,1.87,US,1689478110
570,shalkar,47.8288,59.6258,26.22,31,50,7.27,KZ,1689478110
571,uray,60.1247,64.7758,17.27,56,10,4.47,RU,1689478110
572,staryya darohi,53.0402,28.267,13.43,70,14,0.78,BY,1689478110
573,nova olimpia,-14.7972,-57.2881,21.48,52,37,1.22,BR,1689478110
574,whakatane,-37.9585,176.9854,17.16,72,100,4.93,NZ,1689478110
575,arno,60.1167,18.6333,17.66,66,87,7.65,SE,1689478110
576,aitape,-3.1374,142.3475,28.39,76,89,1.63,PG,1689478110
577,tomatlan,19.9333,-105.25,26.4,90,82,1.45,MX,1689478111
578,birjand,32.8663,59.2211,26.26,15,0,5.14,IR,1689478111
